##SubID,time,CumHazardObs
14,20,16331.5153562086
14,21,18427.5062773552
14,22,22560.0218352391
14,23,26564.7652420968
14,24,25262.8096147733
15,0,0
15,1,174.888102168508
15,2,547.609691606366
15,3,1031.30334665879
15,4,1666.40906923045
15,5,2271.34936354344
15,6,2908.83517197433
15,7,3078.23655168976
15,8,4604.31421499187
15,9,4759.74200792453
15,10,6926.55388987675
15,11,6936.42062054465
15,12,9397.04638382609
15,13,8129.10783159907
15,14,12528.4228363041
15,15,10935.2306963385
15,16,10818.5298286382
15,17,13485.803505381
15,18,12123.6979502103
15,19,13503.9246384671
15,20,20842.8467220413
15,21,18837.3459323002
15,22,21430.0074399265
15,23,21066.9378985032
15,24,24766.1854976283
16,0,0
16,1,194.866777514916
16,2,593.790013200244
16,3,953.22893428263
16,4,1405.04215565963
16,5,1788.16944876542
16,6,2745.65350162097
16,7,3611.84665084577
16,8,4620.58197501393
16,9,4556.30267999577
16,10,5048.86843801307
16,11,6244.31254482656
16,12,8043.97302683766
16,13,9583.70232019676
16,14,7805.53362311619
16,15,9674.80525608419
16,16,10903.1861186694
16,17,11120.7831769066
16,18,12259.9913623658
16,19,15380.8194946688
16,20,13735.8966433846
16,21,15061.21479343
16,22,18118.6720120276
16,23,19483.7885037898
16,24,18717.6112064782
17,0,0
17,1,238.080012730433
17,2,686.715840822827
17,3,915.771104927022
17,4,1674.61074076907
17,5,2230.12995413992
17,6,3145.9726738658
17,7,3833.33942592688
17,8,5377.16442591826
17,9,5075.97216223244
17,10,6156.78762731358
17,11,6923.30233371364
17,12,9141.25149160551
17,13,9756.90470596994
17,14,9903.39222155968
17,15,9552.85233700867
17,16,11280.9172940045
17,17,13631.6373797179
17,18,13651.7849385705
17,19,14993.6382949898
17,20,17180.5821947572
17,21,20555.600561062
17,22,20908.734357126
17,23,23841.6724661724
17,24,22782.5688122566
18,0,0
18,1,326.158348074718
18,2,715.943356318935
18,3,1451.24356422472
18,4,2121.28792683338
18,5,3096.35660288226
18,6,3261.96324670933
18,7,5312.95741816128
18,8,6035.16260586419
18,9,6806.10718494479
18,10,9951.9589211474
18,11,8863.23918535028
18,12,12324.1813111471
18,13,11215.0642208086
18,14,15003.2742053703
18,15,13214.5196113627
18,16,14886.2299222834
18,17,16729.1791336805
18,18,21194.5087949808
18,19,19808.6695829715
18,20,23280.4894762703
18,21,22884.9502176507
18,22,26237.707103846
18,23,26706.7846080296
18,24,28079.1262675737
19,0,0
19,1,305.25844311949
19,2,749.992753672447
19,3,1323.38225247452
19,4,2003.87442797235
19,5,3158.04789391069
19,6,3674.5831297575
19,7,4170.5903475587
19,8,4678.52715771669
19,9,5703.66234634349
19,10,7086.78117732813
19,11,9171.54249423579
19,12,9986.88121142597
19,13,9800.91023769298
19,14,12440.2352899004
19,15,10561.1492509031
19,16,14583.9464198331
19,17,14954.0663391532
19,18,14954.5950400682
19,19,17059.0449116861
19,20,18923.8204946221
19,21,20326.3411046071
19,22,24102.6074601897
19,23,24622.2071493535
19,24,23325.6345864039
20,0,0
20,1,190.853512513083
20,2,458.982177737651
20,3,906.289476078753
20,4,1130.8216782629
20,5,1590.59330562738
20,6,1942.22146225544
20,7,3024.93685431022
20,8,3671.27214736266
20,9,4045.90024282692
20,10,4436.43210267074
20,11,5345.21948398304
20,12,6404.36265259861
20,13,7403.25212627861
20,14,7140.58287551437
20,15,8285.94338978029
20,16,9811.02347417912
20,17,10478.9347659083
20,18,10208.8746384081
20,19,11734.8351285859
20,20,11364.7451897042
20,21,14521.3069198649
20,22,14573.5246793288
20,23,16730.9379491752
20,24,19847.1705668038
21,0,0
21,1,223.942739373049
21,2,579.7098402575
21,3,1049.87171383786
21,4,1347.02185572243
21,5,2314.24836720358
21,6,2585.10187603246
21,7,2936.82018809546
21,8,4367.2476007194
21,9,4526.60870873767
21,10,5067.69215530876
21,11,6851.57585309069
21,12,8384.73943337286
21,13,8164.84639751926
21,14,9153.08710062503
21,15,9621.85406493635
21,16,10932.9306700575
21,17,13124.8984678386
21,18,14004.1680357239
21,19,14272.8166370806
21,20,17108.5267550682
21,21,17312.9249118794
21,22,18015.0757191056
21,23,21152.6070311691
21,24,22659.1804336031
22,0,0
22,1,213.020902565308
22,2,516.046878038273
22,3,1034.07109755718
22,4,1378.29442533986
22,5,1987.18903621986
22,6,1894.95872614092
22,7,2993.09979920677
22,8,3781.29158351521
22,9,4421.64843424557
22,10,5416.7875872767
22,11,6861.53157556669
22,12,6392.21860869858
22,13,8204.15210522902
22,14,6905.70644636182
22,15,10040.2882802636
22,16,10851.8592911215
22,17,11461.6374039826
22,18,9936.59893002689
22,19,12901.2149983676
22,20,14798.0984205731
22,21,15783.1710601353
22,22,15932.7043466773
22,23,14812.6044121074
22,24,18056.3190935682
23,0,0
23,1,237.498847471988
23,2,522.864278770575
23,3,1088.06704930679
23,4,1903.38741453116
23,5,2178.94611789244
23,6,2747.48622243807
23,7,3178.73905181112
23,8,3657.65664514862
23,9,5355.40317353993
23,10,5262.17022439966
23,11,8823.70294222991
23,12,8719.82327729622
23,13,8577.79540683345
23,14,10393.4012079682
23,15,11080.7040449162
23,16,11788.8635000663
23,17,12757.7156576721
23,18,14457.5173315043
23,19,15526.0607556925
23,20,15243.0101050019
23,21,16393.9766970002
23,22,17570.7035035126
23,23,20597.0330582407
23,24,21733.5616633769
24,0,0
24,1,260.11566776526
24,2,650.791645187983
24,3,1193.86634878657
24,4,1436.31217714147
24,5,2589.43150992753
24,6,2629.65274792886
24,7,4026.31232181146
24,8,4880.01476957311
24,9,5565.40159844568
24,10,7175.29453908089
24,11,8770.33756543242
24,12,9230.47877385228
24,13,10920.1071332035
24,14,13617.3059940248
24,15,9375.19229989113
24,16,13039.8950269383
24,17,13719.0684134806
24,18,17838.8050111162
24,19,16317.2462949008
24,20,20082.5245760246
24,21,20025.7356990906
24,22,18444.20090653
24,23,22193.572799671
24,24,22172.0576908764
25,0,0
25,1,217.505769517422
25,2,776.028147353642
25,3,1338.32645915538
25,4,1599.97663637842
25,5,2654.24549959955
25,6,3011.27867201334
25,7,3627.12778753673
25,8,4785.2549394422
25,9,6654.36098535797
25,10,6148.65062118098
25,11,7856.33569184694
25,12,9368.76096250285
25,13,9669.25677025546
25,14,12525.9723236095
25,15,12497.1345977427
25,16,11926.8084053079
25,17,14734.3632857707
25,18,15391.179398148
25,19,19482.8909543664
25,20,21327.4124769672
25,21,21805.9164829324
25,22,22461.6669187389
25,23,26291.3631721865
25,24,23099.5321450801
26,0,0
26,1,227.075174777252
26,2,719.302672328095
26,3,1197.40963831581
26,4,1492.22121822002
26,5,2541.5044427964
26,6,2876.85515611615
26,7,3906.82446582413
26,8,4685.16209820615
26,9,6227.46657006467
26,10,5741.51433474839
26,11,8120.66029266651
26,12,8249.23167191527
26,13,11404.8008328916
26,14,10543.4796635392
26,15,11683.4963359468
26,16,11139.7019997226
26,17,15446.2847335711
26,18,15407.0462672195
26,19,17191.3531653156
26,20,16477.3032907838
26,21,17945.6207307797
26,22,20545.071967191
26,23,18988.0704127788
26,24,22048.6607795218
27,0,0
27,1,177.112252174512
27,2,426.244848908585
27,3,1000.59121121067
27,4,1284.56295349709
27,5,1751.84486009801
27,6,2311.28354125799
27,7,2855.36500172281
27,8,3342.84391228186
27,9,3406.63075173555
27,10,5159.17041286615
27,11,5462.63947364119
27,12,6469.30696423491
27,13,7578.1732724717
27,14,7376.83169215137
27,15,8281.21067471552
27,16,9772.96385325345
27,17,10784.2175360387
27,18,12546.8577780713
27,19,11038.1666690002
27,20,11028.3442527219
27,21,12751.588621555
27,22,14401.9701732109
27,23,12525.8149149727
27,24,14366.19213626
28,0,0
28,1,220.104189388061
28,2,504.240228958917
28,3,1142.81465988099
28,4,1744.84962720606
28,5,1790.18980454758
28,6,2807.84183519239
28,7,2906.87287278389
28,8,4900.38241711737
28,9,5332.18536326128
28,10,4854.88112582392
28,11,7074.25486559448
28,12,6634.517107223
28,13,9211.81798137262
28,14,9361.22396197469
28,15,10693.1257225402
28,16,12533.1285486654
28,17,12945.4072445634
28,18,13732.2797268392
28,19,13199.1092372277
28,20,19390.4999620458
28,21,17283.3446058201
28,22,17052.0834797495
28,23,16315.0634442427
28,24,22633.4978021356
29,0,0
29,1,198.367836329324
29,2,553.347047734337
29,3,924.44047886741
29,4,1365.20013559316
29,5,2181.6409320934
29,6,2931.7790234549
29,7,2918.86778017324
29,8,3605.62514240176
29,9,6136.41328437539
29,10,5482.09767340881
29,11,5725.34894132969
29,12,7085.10420674228
29,13,7728.47965345937
29,14,8974.08288970399
29,15,9034.52272517363
29,16,12121.7320435037
29,17,11966.2667468508
29,18,15371.1811094392
29,19,13590.5937478484
29,20,17351.9321726743
29,21,20437.8905248773
29,22,18267.2089805007
29,23,18562.142738079
29,24,20616.8054321813
30,0,0
30,1,206.619978376829
30,2,499.218091822349
30,3,924.74988919315
30,4,1402.40619944054
30,5,1951.96828778176
30,6,2206.36668903232
30,7,3855.15777958184
30,8,3060.4792639845
30,9,5628.80855033276
30,10,5843.26705176377
30,11,7249.81760570879
30,12,6308.45921942514
30,13,7905.8545484994
30,14,8779.30121676196
30,15,11909.0073117588
30,16,12170.673666923
30,17,13825.7187356567
30,18,13274.3949078179
30,19,14092.4990078874
30,20,14443.5050151794
30,21,19628.9566543855
30,22,14816.9788929052
30,23,19267.2964994346
30,24,16608.0363164529
31,0,0
31,1,204.586521352489
31,2,455.305481992883
31,3,1036.43029768048
31,4,1326.03675042824
31,5,2239.99513558551
31,6,2534.62779007542
31,7,2558.14267427284
31,8,4270.09688905417
31,9,4228.25545537526
31,10,5418.49822389717
31,11,6527.73334901762
31,12,7059.8060710646
31,13,7431.64925150926
31,14,9070.46553289209
31,15,11720.6570645884
31,16,11867.4128621356
31,17,10713.2186100181
31,18,13526.4338589907
31,19,15038.3403990381
31,20,15608.8650025904
31,21,15973.640446721
31,22,16716.2121398919
31,23,17890.2805851038
31,24,21297.1407649897
32,0,0
32,1,237.648291297474
32,2,689.577042565198
32,3,1212.03198619753
32,4,2052.02231631789
32,5,2355.42934264806
32,6,3357.05109514663
32,7,4724.29449217377
32,8,5981.72503983781
32,9,6014.56509641049
32,10,8710.91600351911
32,11,8435.86630562718
32,12,8546.03503178581
32,13,10416.4883641559
32,14,11046.847741668
32,15,13112.0858498558
32,16,14517.5797223908
32,17,16634.4013459873
32,18,16768.1445771473
32,19,18273.3251542196
32,20,21345.1704418857
32,21,23444.7757941658
32,22,20124.3973163212
32,23,26770.2331604772
32,24,27950.9959538674
33,0,0
33,1,214.872176176082
33,2,548.479376303741
33,3,1096.55793253957
33,4,1784.91668307982
33,5,2276.35989575454
33,6,2907.24053936964
33,7,4327.46697003483
33,8,4701.83693009179
33,9,6084.80452133338
33,10,5795.67610489947
33,11,7005.05433730957
33,12,8629.39251054393
33,13,9056.26270374583
33,14,12446.7732589111
33,15,11978.0653554976
33,16,12307.7058840826
33,17,14444.8317331595
33,18,15284.477212512
33,19,15543.1421305139
33,20,17338.5015983036
33,21,18963.5023141119
33,22,19260.8612733984
33,23,21698.4281311395
33,24,25170.0670445875
34,0,0
34,1,175.927394082794
34,2,548.779559942889
34,3,862.339619733757
34,4,1340.07729259746
34,5,1831.81732577057
34,6,2308.37020297334
34,7,2983.86990233168
34,8,3247.18747289276
34,9,4594.01720433513
34,10,4671.63320611742
34,11,5639.72659690477
34,12,6584.31337994355
34,13,7929.30150140709
34,14,6211.6420620304
34,15,9775.08268577929
34,16,11466.7001267719
34,17,10890.7872812046
34,18,12329.0992894499
34,19,12028.6735441
34,20,12719.8606826289
34,21,14892.5563524016
34,22,15369.0852385279
34,23,15364.2919959517
34,24,22441.7526863624
35,0,0
35,1,242.777541844367
35,2,784.262341892944
35,3,1322.28031116507
35,4,2252.55958775521
35,5,2282.03404953456
35,6,3679.21340741823
35,7,4482.03106512062
35,8,5544.23501056996
35,9,7168.80095963574
35,10,6950.18108254794
35,11,7634.68741678207
35,12,10591.8654279943
35,13,10557.2019893967
35,14,9989.07241514583
35,15,15301.7627249565
35,16,17954.6570372546
35,17,20073.3715039727
35,18,17194.1501488116
35,19,21040.000220527
35,20,22450.5580234868
35,21,20468.8940301724
35,22,20269.7045809262
35,23,20105.7048011656
35,24,27456.8657556963
36,0,0
36,1,150.504903767926
36,2,450.816906539582
36,3,822.447110665923
36,4,1346.32818821513
36,5,1830.2341499988
36,6,2409.56679456281
36,7,2889.01667158388
36,8,3485.70590778213
36,9,4512.60716277924
36,10,5347.95873487197
36,11,6335.8230630548
36,12,7078.51697288479
36,13,7744.4459463137
36,14,7011.84017358417
36,15,9086.73523599058
36,16,8211.38248709912
36,17,11105.1799040812
36,18,10696.9182298175
36,19,9654.94528497246
36,20,14724.9967654229
36,21,14392.9922282854
36,22,14173.5509960653
36,23,16246.6710205872
36,24,16291.9761286277
37,0,0
37,1,208.949675137068
37,2,497.506272531724
37,3,790.310051216045
37,4,1241.74293463946
37,5,1496.66186299965
37,6,2633.48850414595
37,7,2786.10399873848
37,8,3559.04534539283
37,9,4485.99648540258
37,10,4570.48051933596
37,11,6222.42267551245
37,12,6304.66268408194
37,13,6660.05227494617
37,14,8456.70514658888
37,15,8326.07204194978
37,16,6794.72397359768
37,17,11254.1980094936
37,18,13749.5668557659
37,19,12182.1109865242
37,20,11922.0724996319
37,21,12323.88691984
37,22,14779.2598409267
37,23,15627.6683115715
37,24,15429.225329793
38,0,0
38,1,165.225074197638
38,2,756.731195822827
38,3,1100.06415736949
38,4,1726.4446326194
38,5,2490.61854527255
38,6,2861.50825129299
38,7,4054.56693522462
38,8,4525.34699829581
38,9,6038.21616838558
38,10,7436.00379938611
38,11,7208.76286346234
38,12,7582.8424493327
38,13,9522.73546731215
38,14,11668.3076699308
38,15,12337.241250704
38,16,10254.1353077769
38,17,14385.4335292455
38,18,15238.7200248628
38,19,16100.0114903156
38,20,17340.3823750044
38,21,16294.2043388294
38,22,18205.0261174637
38,23,21349.5016258944
38,24,23429.0227279286
39,0,0
39,1,230.817903265085
39,2,688.461098816654
39,3,1322.13689877921
39,4,1733.46119009795
39,5,2625.29670306395
39,6,3138.68312178944
39,7,4157.78677836456
39,8,4285.12836799708
39,9,6170.51285740245
39,10,7811.2381170719
39,11,8451.85995756949
39,12,10094.0951015206
39,13,11617.3510476375
39,14,12946.1601782847
39,15,13521.3450949915
39,16,11871.321940524
39,17,16995.452186424
39,18,15201.72230299
39,19,17416.4271538593
39,20,19490.016388702
39,21,20173.6603986918
39,22,24647.1563278072
39,23,28182.6930726184
39,24,24997.0764921838
40,0,0
40,1,205.210642173449
40,2,506.139012812289
40,3,1087.51746152246
40,4,1562.24149172034
40,5,1893.77927570295
40,6,2741.41131570101
40,7,3010.62434359977
40,8,4312.49211692808
40,9,4429.31805059378
40,10,6107.31557269254
40,11,5091.42971825441
40,12,8028.26290785746
40,13,7654.16096771932
40,14,7431.67397420154
40,15,9965.98217640055
40,16,9982.1173584101
40,17,11537.8206517457
40,18,14734.7284201156
40,19,13556.2340928877
40,20,11151.4726429372
40,21,13065.3150918035
40,22,14720.2248056643
40,23,15798.565166234
40,24,21357.5762327183
41,0,0
41,1,207.541581775604
41,2,579.005568274046
41,3,932.686812399415
41,4,1602.04262178557
41,5,2809.22092044572
41,6,2939.31464881742
41,7,3787.42966449292
41,8,5003.14746567194
41,9,5111.6063665082
41,10,6256.08389732924
41,11,6071.53365854952
41,12,7325.0252902792
41,13,10481.8856462102
41,14,9384.5318460688
41,15,10345.7966700947
41,16,13917.4330806376
41,17,13792.1118767627
41,18,13726.5147913956
41,19,12601.6975494096
41,20,18896.0511098494
41,21,18863.859266193
41,22,16411.1982329283
41,23,22592.3372606089
41,24,17242.2862750084
42,0,0
42,1,157.392399386329
42,2,429.559754416722
42,3,1022.35401025205
42,4,1453.90981883601
42,5,2190.5410082596
42,6,2839.63600133202
42,7,3187.30294896722
42,8,3983.70160865587
42,9,3872.86325378176
42,10,5774.84199294425
42,11,6043.10469870453
42,12,6238.7770566007
42,13,8007.31282966942
42,14,8007.91103836759
42,15,9418.84891515228
42,16,9599.79855235092
42,17,11595.4513351326
42,18,15689.6512334437
42,19,15137.1888344
42,20,14773.0048373443
42,21,13008.6521763401
42,22,18617.3771745413
42,23,18313.0342185288
42,24,18421.7322165622
43,0,0
43,1,213.913095233315
43,2,590.417464897155
43,3,974.168996177901
43,4,1991.84561397613
43,5,2398.48784076418
43,6,3469.12306497561
43,7,4280.61263972248
43,8,4931.94451674868
43,9,6053.87984738698
43,10,7369.62671304892
43,11,7482.23946741397
43,12,9536.82822619423
43,13,8936.42713904987
43,14,9575.1128357816
43,15,10299.8905136089
43,16,14702.7017132287
43,17,13904.0423071001
43,18,17091.9638943963
43,19,17418.4317985425
43,20,19272.5686264177
43,21,20715.5311933536
43,22,20281.7307616149
43,23,20770.3239026835
43,24,26328.6870415715
44,0,0
44,1,219.864841357167
44,2,560.273007622509
44,3,1105.55630694093
44,4,1505.61998709925
44,5,2148.55640426986
44,6,2529.34420677922
44,7,3164.15406970135
44,8,4133.42992932369
44,9,4739.60097643475
44,10,6022.36285807538
44,11,6025.85106611204
44,12,6458.55394249889
44,13,7702.71312728773
44,14,8425.37684078201
44,15,10384.1795806933
44,16,11867.9043127127
44,17,12542.6651142263
44,18,12842.9049747517
44,19,13613.1719390029
44,20,13667.3928926707
44,21,17144.425930246
44,22,16331.609205121
44,23,16608.945264085
44,24,20207.2712171334
45,0,0
45,1,265.255544901934
45,2,794.151333055549
45,3,1539.21209864347
45,4,2117.07966127384
45,5,2616.31172004957
45,6,3866.95473015265
45,7,4872.54481381519
45,8,6129.68999713135
45,9,7307.05478601573
45,10,6571.49218463187
45,11,8799.3946762057
45,12,9101.93624146728
45,13,12146.8742140935
45,14,14342.112301551
45,15,12631.6795946647
45,16,14804.1736079406
45,17,21030.0739016928
45,18,19132.3705298639
45,19,22997.8064325059
45,20,27862.7874934414
45,21,21576.793650565
45,22,29536.8148817359
45,23,28754.3485376166
45,24,25041.3787836077
46,0,0
46,1,212.103469914038
46,2,718.082449326917
46,3,1194.94480447463
46,4,1794.32260787167
46,5,2673.37027543892
46,6,3922.01220276611
46,7,4635.8789785391
46,8,4683.92374423031
46,9,5927.58569487624
46,10,8905.03756872046
46,11,7798.78817910566
46,12,9395.04158973377
46,13,9034.44192492277
46,14,11094.3909524419
46,15,14158.6357552695
46,16,14625.2062862048
46,17,16008.559219014
46,18,14888.9821623567
46,19,18895.3843344453
46,20,17719.9559398882
46,21,20202.366550591
46,22,22543.0760837181
46,23,24928.4003859992
46,24,25478.1373316993
47,0,0
47,1,237.980522948841
47,2,678.149222857031
47,3,1069.91656311517
47,4,1814.53122803611
47,5,2013.32919512271
47,6,2823.38212931128
47,7,4147.89849995643
47,8,4724.47633550107
47,9,4482.07176378988
47,10,6756.37557716897
47,11,6799.29300485924
47,12,8056.05248941288
47,13,8646.85823700836
47,14,10796.3948377678
47,15,10946.4051875017
47,16,11671.1793765057
47,17,10097.3212620323
47,18,14028.8081374236
47,19,16079.956690651
47,20,19017.7098412291
47,21,16815.6420342713
47,22,19247.7764587108
47,23,23673.7398105696
47,24,23421.1535342764
48,0,0
48,1,212.052260487973
